Mov avg per,maxx month ,minn month,in raange,Time,Count
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 5:00:00 AM,65
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 3:00:00 AM,63
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 4:00:00 AM,46
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 12:00:00 AM,99
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 4:00:00 AM,44
9/17/2015,6/23/2015,5/27/2015,False,9/17/2015 12:00:00 AM,146
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 6:00:00 AM,574
11/3/2015,6/23/2015,5/27/2015,False,11/3/2015 5:00:00 PM,3357
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 5:00:00 AM,101
11/1/2016,6/23/2015,5/27/2015,False,11/1/2016 1:00:00 PM,1314
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 6:00:00 AM,243
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 7:00:00 AM,742
10/12/2016,6/23/2015,5/27/2015,False,10/12/2016 7:00:00 PM,1997
9/22/2015,6/23/2015,5/27/2015,False,9/22/2015 11:00:00 AM,437
11/16/2015,6/23/2015,5/27/2015,False,11/16/2015 10:00:00 PM,261
9/17/2015,6/23/2015,5/27/2015,False,9/17/2015 4:00:00 AM,49
11/16/2015,6/23/2015,5/27/2015,False,11/16/2015 11:00:00 PM,224
9/17/2015,6/23/2015,5/27/2015,False,9/17/2015 1:00:00 AM,89
9/17/2015,6/23/2015,5/27/2015,False,9/17/2015 3:00:00 AM,39
9/17/2015,6/23/2015,5/27/2015,False,9/17/2015 2:00:00 AM,58
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 8:00:00 AM,1775
9/22/2015,6/23/2015,5/27/2015,False,9/22/2015 1:00:00 PM,814
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 4:00:00 AM,27
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 2:00:00 AM,55
10/14/2015,6/23/2015,5/27/2015,False,10/14/2015 2:00:00 PM,1216
11/14/2016,6/23/2015,5/27/2015,False,11/14/2016 3:00:00 PM,874
10/21/2015,6/23/2015,5/27/2015,False,10/21/2015 2:00:00 PM,537
11/27/2015,6/23/2015,5/27/2015,False,11/27/2015 12:00:00 PM,1230
10/21/2015,6/23/2015,5/27/2015,False,10/21/2015 1:00:00 PM,440
10/17/2016,6/23/2015,5/27/2015,False,10/17/2016 6:00:00 PM,2041
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 3:00:00 AM,14
11/19/2015,6/23/2015,5/27/2015,False,11/19/2015 9:00:00 AM,2181
11/21/2016,6/23/2015,5/27/2015,False,11/21/2016 12:00:00 PM,527
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 7:00:00 PM,1747
11/30/2015,6/23/2015,5/27/2015,False,11/30/2015 10:00:00 PM,329
11/21/2016,6/23/2015,5/27/2015,False,11/21/2016 1:00:00 PM,283
10/18/2016,6/23/2015,5/27/2015,False,10/18/2016 10:00:00 AM,1020
10/18/2016,6/23/2015,5/27/2015,False,10/18/2016 9:00:00 AM,2185
11/30/2015,6/23/2015,5/27/2015,False,11/30/2015 9:00:00 PM,518
11/13/2015,6/23/2015,5/27/2015,False,11/13/2015 2:00:00 AM,101
11/16/2016,6/23/2015,5/27/2015,False,11/16/2016 4:00:00 PM,1566
11/30/2015,6/23/2015,5/27/2015,False,11/30/2015 5:00:00 PM,2161
10/7/2016,6/23/2015,5/27/2015,False,10/7/2016 5:00:00 AM,128
9/3/2015,6/23/2015,5/27/2015,False,9/3/2015 8:00:00 PM,1086
10/7/2016,6/23/2015,5/27/2015,False,10/7/2016 6:00:00 AM,640
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 5:00:00 AM,125
9/22/2015,6/23/2015,5/27/2015,False,9/22/2015 12:00:00 PM,655
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 9:00:00 AM,1256
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 1:00:00 AM,63
10/20/2016,6/23/2015,5/27/2015,False,10/20/2016 2:00:00 PM,1313
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 7:00:00 AM,1853
11/13/2015,6/23/2015,5/27/2015,False,11/13/2015 1:00:00 AM,132
11/18/2015,6/23/2015,5/27/2015,False,11/18/2015 4:00:00 PM,1017
11/19/2015,6/23/2015,5/27/2015,False,11/19/2015 1:00:00 AM,108
11/30/2015,6/23/2015,5/27/2015,False,11/30/2015 4:00:00 PM,1072
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 3:00:00 AM,35
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 3:00:00 AM,66
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 12:00:00 AM,217
9/9/2015,6/23/2015,5/27/2015,False,9/9/2015 4:00:00 AM,44
11/4/2015,6/23/2015,5/27/2015,False,11/4/2015 11:00:00 PM,466
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 2:00:00 AM,73
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 4:00:00 AM,48
10/28/2015,6/23/2015,5/27/2015,False,10/28/2015 1:00:00 AM,124
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 4:00:00 PM,434
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 5:00:00 PM,967
9/2/2015,6/23/2015,5/27/2015,False,9/2/2015 11:00:00 PM,365
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 6:00:00 AM,636
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 3:00:00 PM,253
9/2/2015,6/23/2015,5/27/2015,False,9/2/2015 10:00:00 PM,472
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 1:00:00 PM,258
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 8:00:00 AM,1965
10/29/2015,6/23/2015,5/27/2015,False,10/29/2015 9:00:00 PM,596
10/29/2015,6/23/2015,5/27/2015,False,10/29/2015 7:00:00 PM,1295
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 9:00:00 AM,1068
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 6:00:00 AM,601
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 2:00:00 PM,228
9/3/2015,6/23/2015,5/27/2015,False,9/3/2015 7:00:00 PM,1855
10/29/2015,6/23/2015,5/27/2015,False,10/29/2015 8:00:00 PM,737
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 7:00:00 AM,2226
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 12:00:00 PM,350
11/16/2015,6/23/2015,5/27/2015,False,11/16/2015 6:00:00 AM,426
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 7:00:00 AM,1005
11/16/2016,6/23/2015,5/27/2015,False,11/16/2016 3:00:00 AM,38
11/12/2015,6/23/2015,5/27/2015,False,11/12/2015 10:00:00 PM,617
11/16/2015,6/23/2015,5/27/2015,False,11/16/2015 5:00:00 AM,120
11/16/2015,6/23/2015,5/27/2015,False,11/16/2015 7:00:00 AM,1744
11/16/2016,6/23/2015,5/27/2015,False,11/16/2016 5:00:00 AM,115
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 6:00:00 AM,635
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 6:00:00 PM,3095
11/30/2015,6/23/2015,5/27/2015,False,11/30/2015 7:00:00 PM,1406
11/18/2015,6/23/2015,5/27/2015,False,11/18/2015 3:00:00 PM,652
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 2:00:00 AM,56
9/2/2015,6/23/2015,5/27/2015,False,9/2/2015 9:00:00 PM,540
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 5:00:00 AM,104
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 5:00:00 PM,2768
9/30/2016,6/23/2015,5/27/2015,False,9/30/2016 8:00:00 PM,662
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 5:00:00 PM,2023
10/29/2015,6/23/2015,5/27/2015,False,10/29/2015 5:00:00 PM,2822
9/21/2015,6/23/2015,5/27/2015,False,9/21/2015 3:00:00 PM,370
9/21/2015,6/23/2015,5/27/2015,False,9/21/2015 4:00:00 PM,575
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 4:00:00 PM,745
9/22/2015,6/23/2015,5/27/2015,False,9/22/2015 5:00:00 PM,2595
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 2:00:00 PM,601
11/15/2016,6/23/2015,5/27/2015,False,11/15/2016 7:00:00 PM,1500
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 6:00:00 AM,451
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 12:00:00 PM,572
9/16/2015,6/23/2015,5/27/2015,False,9/16/2015 11:00:00 AM,813
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 1:00:00 PM,360
11/16/2015,6/23/2015,5/27/2015,False,11/16/2015 2:00:00 AM,44
11/13/2015,6/23/2015,5/27/2015,False,11/13/2015 12:00:00 AM,249
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 9:00:00 PM,705
9/2/2015,6/23/2015,5/27/2015,False,9/2/2015 8:00:00 PM,1147
9/1/2015,6/23/2015,5/27/2015,False,9/1/2015 4:00:00 AM,79
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 6:00:00 AM,456
10/27/2015,6/23/2015,5/27/2015,False,10/27/2015 10:00:00 PM,658
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 4:00:00 PM,1825
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 10:00:00 PM,478
11/4/2015,6/23/2015,5/27/2015,False,11/4/2015 1:00:00 PM,990
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 3:00:00 PM,607
9/21/2015,6/23/2015,5/27/2015,False,9/21/2015 5:00:00 PM,2184
10/29/2015,6/23/2015,5/27/2015,False,10/29/2015 6:00:00 PM,2197
11/15/2016,6/23/2015,5/27/2015,False,11/15/2016 6:00:00 PM,2400
9/18/2015,6/23/2015,5/27/2015,False,9/18/2015 1:00:00 PM,966
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 5:00:00 AM,117
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 12:00:00 AM,154
10/29/2015,6/23/2015,5/27/2015,False,10/29/2015 11:00:00 AM,1096
9/24/2015,6/23/2015,5/27/2015,False,9/24/2015 1:00:00 AM,125
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 11:00:00 PM,289
11/6/2015,6/23/2015,5/27/2015,False,11/6/2015 10:00:00 AM,547
9/24/2015,6/23/2015,5/27/2015,False,9/24/2015 3:00:00 AM,46
9/24/2015,6/23/2015,5/27/2015,False,9/24/2015 2:00:00 AM,81
9/21/2015,6/23/2015,5/27/2015,False,9/21/2015 2:00:00 PM,532
11/6/2015,6/23/2015,5/27/2015,False,11/6/2015 9:00:00 AM,1439
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 11:00:00 AM,843
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 1:00:00 AM,96
11/10/2015,6/23/2015,5/27/2015,False,11/10/2015 6:00:00 PM,3115
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 2:00:00 AM,47
9/24/2015,6/23/2015,5/27/2015,False,9/24/2015 7:00:00 AM,1289
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 10:00:00 AM,846
10/12/2016,6/23/2015,5/27/2015,False,10/12/2016 1:00:00 PM,1414
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 1:00:00 PM,1008
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 3:00:00 AM,31
11/12/2015,6/23/2015,5/27/2015,False,11/12/2015 9:00:00 PM,678
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 4:00:00 AM,39
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 8:00:00 AM,2626
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 7:00:00 AM,1114
10/27/2015,6/23/2015,5/27/2015,False,10/27/2015 6:00:00 PM,3285
10/30/2015,6/23/2015,5/27/2015,False,10/30/2015 3:00:00 PM,1390
9/1/2015,6/23/2015,5/27/2015,False,9/1/2015 11:00:00 AM,430
9/1/2015,6/23/2015,5/27/2015,False,9/1/2015 6:00:00 PM,2175
10/17/2016,6/23/2015,5/27/2015,False,10/17/2016 5:00:00 PM,2653
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 4:00:00 PM,2124
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 2:00:00 PM,659
11/5/2015,6/23/2015,5/27/2015,False,11/5/2015 7:00:00 PM,1441
10/7/2015,6/23/2015,5/27/2015,False,10/7/2015 9:00:00 AM,2073
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 5:00:00 PM,3050
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 2:00:00 PM,439
9/20/2016,6/23/2015,5/27/2015,False,9/20/2016 3:00:00 AM,78
9/20/2016,6/23/2015,5/27/2015,False,9/20/2016 4:00:00 AM,74
9/20/2016,6/23/2015,5/27/2015,False,9/20/2016 2:00:00 AM,120
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 5:00:00 AM,110
9/20/2016,6/23/2015,5/27/2015,False,9/20/2016 1:00:00 AM,135
9/1/2015,6/23/2015,5/27/2015,False,9/1/2015 12:00:00 PM,919
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 3:00:00 AM,41
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 9:00:00 AM,1487
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 4:00:00 AM,52
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 8:00:00 PM,985
9/20/2016,6/23/2015,5/27/2015,False,9/20/2016 10:00:00 AM,1156
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 3:00:00 AM,37
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 12:00:00 PM,930
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 10:00:00 PM,198
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 9:00:00 PM,319
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 2:00:00 AM,61
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 7:00:00 PM,1576
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 1:00:00 AM,70
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 11:00:00 PM,154
9/18/2015,6/23/2015,5/27/2015,False,9/18/2015 2:00:00 PM,960
9/21/2015,6/23/2015,5/27/2015,False,9/21/2015 9:00:00 AM,2033
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 12:00:00 AM,101
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 10:00:00 AM,536
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 1:00:00 PM,945
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 6:00:00 PM,2590
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 12:00:00 PM,735
9/24/2015,6/23/2015,5/27/2015,False,9/24/2015 5:00:00 AM,121
11/12/2015,6/23/2015,5/27/2015,False,11/12/2015 12:00:00 PM,1001
9/15/2015,6/23/2015,5/27/2015,False,9/15/2015 12:00:00 PM,1086
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 2:00:00 PM,724
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 11:00:00 AM,437
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 8:00:00 PM,531
9/2/2015,6/23/2015,5/27/2015,False,9/2/2015 7:00:00 PM,1743
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 10:00:00 AM,658
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 9:00:00 AM,1794
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 3:00:00 PM,1142
9/29/2016,6/23/2015,5/27/2015,False,9/29/2016 11:00:00 AM,806
9/29/2016,6/23/2015,5/27/2015,False,9/29/2016 10:00:00 AM,746
11/17/2015,6/23/2015,5/27/2015,False,11/17/2015 3:00:00 PM,669
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 7:00:00 PM,1005
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 8:00:00 AM,1381
9/18/2015,6/23/2015,5/27/2015,False,9/18/2015 12:00:00 PM,1135
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 9:00:00 AM,1007
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 6:00:00 PM,1908
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 10:00:00 AM,468
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 1:00:00 AM,115
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 10:00:00 AM,565
9/11/2015,6/23/2015,5/27/2015,False,9/11/2015 9:00:00 PM,780
10/17/2016,6/23/2015,5/27/2015,False,10/17/2016 1:00:00 PM,1314
9/24/2015,6/23/2015,5/27/2015,False,9/24/2015 3:00:00 PM,1297
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 5:00:00 PM,1923
9/5/2016,6/23/2015,5/27/2015,False,9/5/2016 12:00:00 AM,214
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 11:00:00 AM,545
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 2:00:00 PM,493
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 11:00:00 AM,686
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 12:00:00 PM,676
10/6/2015,6/23/2015,5/27/2015,False,10/6/2015 5:00:00 PM,2355
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 7:00:00 AM,709
9/14/2015,6/23/2015,5/27/2015,False,9/14/2015 1:00:00 PM,943
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 3:00:00 PM,729
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 4:00:00 PM,1234
10/5/2015,6/23/2015,5/27/2015,False,10/5/2015 1:00:00 PM,618
9/29/2016,6/23/2015,5/27/2015,False,9/29/2016 4:00:00 AM,60
9/29/2016,6/23/2015,5/27/2015,False,9/29/2016 7:00:00 AM,2389
9/29/2016,6/23/2015,5/27/2015,False,9/29/2016 5:00:00 AM,162
9/19/2016,6/23/2015,5/27/2015,False,9/19/2016 6:00:00 PM,3207
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 4:00:00 AM,79
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 5:00:00 AM,71
9/16/2016,6/23/2015,5/27/2015,False,9/16/2016 6:00:00 AM,242
11/8/2016,6/23/2015,5/27/2015,False,11/8/2016 9:00:00 AM,1964
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 6:00:00 AM,624
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 7:00:00 AM,1967
11/8/2016,6/23/2015,5/27/2015,False,11/8/2016 10:00:00 AM,833
11/8/2016,6/23/2015,5/27/2015,False,11/8/2016 8:00:00 PM,969
11/8/2016,6/23/2015,5/27/2015,False,11/8/2016 7:00:00 PM,1617
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 7:00:00 AM,1811
11/20/2015,6/23/2015,5/27/2015,False,11/20/2015 10:00:00 PM,463
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 5:00:00 AM,119
11/8/2016,6/23/2015,5/27/2015,False,11/8/2016 11:00:00 AM,788
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 2:00:00 AM,79
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 1:00:00 AM,63
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 9:00:00 PM,530
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 10:00:00 PM,545
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 4:00:00 AM,42
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 9:00:00 AM,2184
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 4:00:00 PM,1659
11/28/2016,6/23/2015,5/27/2015,False,11/28/2016 7:00:00 AM,2066
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 5:00:00 PM,2082
11/28/2016,6/23/2015,5/27/2015,False,11/28/2016 4:00:00 PM,1422
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 1:00:00 AM,63
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 12:00:00 AM,118
11/27/2015,6/23/2015,5/27/2015,False,11/27/2015 11:00:00 PM,350
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 11:00:00 AM,944
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 3:00:00 AM,17
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 8:00:00 AM,2905
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 2:00:00 AM,28
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 8:00:00 PM,812
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 7:00:00 AM,2115
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 10:00:00 AM,1089
11/9/2016,6/23/2015,5/27/2015,False,11/9/2016 11:00:00 PM,318
10/26/2015,6/23/2015,5/27/2015,False,10/26/2015 12:00:00 AM,179
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 1:00:00 AM,146
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 7:00:00 AM,2575
11/23/2016,6/23/2015,5/27/2015,False,11/23/2016 8:00:00 AM,4423
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 6:00:00 AM,807
10/14/2015,6/23/2015,5/27/2015,False,10/14/2015 5:00:00 AM,124
10/14/2015,6/23/2015,5/27/2015,False,10/14/2015 6:00:00 AM,684
11/26/2015,6/23/2015,5/27/2015,False,11/26/2015 3:00:00 AM,34
11/23/2016,6/23/2015,5/27/2015,False,11/23/2016 3:00:00 AM,40
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 3:00:00 PM,1245
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 9:00:00 AM,1578
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 8:00:00 AM,4289
11/14/2016,6/23/2015,5/27/2015,False,11/14/2016 4:00:00 AM,46
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 9:00:00 PM,798
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 8:00:00 AM,4986
11/23/2016,6/23/2015,5/27/2015,False,11/23/2016 4:00:00 AM,48
11/28/2016,6/23/2015,5/27/2015,False,11/28/2016 2:00:00 PM,961
11/28/2016,6/23/2015,5/27/2015,False,11/28/2016 1:00:00 PM,1082
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 12:00:00 AM,206
11/28/2016,6/23/2015,5/27/2015,False,11/28/2016 3:00:00 PM,1135
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 10:00:00 PM,493
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 3:00:00 PM,520
11/9/2016,6/23/2015,5/27/2015,False,11/9/2016 7:00:00 PM,1426
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 9:00:00 AM,2108
11/9/2016,6/23/2015,5/27/2015,False,11/9/2016 9:00:00 PM,579
11/18/2016,6/23/2015,5/27/2015,False,11/18/2016 2:00:00 PM,1182
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 10:00:00 AM,650
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 8:00:00 PM,771
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 4:00:00 PM,855
11/11/2016,6/23/2015,5/27/2015,False,11/11/2016 5:00:00 PM,2915
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 8:00:00 PM,1032
11/26/2015,6/23/2015,5/27/2015,False,11/26/2015 4:00:00 AM,49
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 3:00:00 AM,42
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 11:00:00 PM,389
11/14/2016,6/23/2015,5/27/2015,False,11/14/2016 5:00:00 AM,123
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 2:00:00 AM,70
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 7:00:00 PM,1612
11/26/2015,6/23/2015,5/27/2015,False,11/26/2015 7:00:00 AM,1912
11/7/2016,6/23/2015,5/27/2015,False,11/7/2016 2:00:00 PM,409
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 7:00:00 PM,1546
10/8/2015,6/23/2015,5/27/2015,False,10/8/2015 6:00:00 AM,646
11/4/2016,6/23/2015,5/27/2015,False,11/4/2016 12:00:00 AM,264
11/3/2016,6/23/2015,5/27/2015,False,11/3/2016 11:00:00 PM,463
10/11/2016,6/23/2015,5/27/2015,False,10/11/2016 12:00:00 AM,134
11/28/2016,6/23/2015,5/27/2015,False,11/28/2016 12:00:00 PM,1109
11/20/2015,6/23/2015,5/27/2015,False,11/20/2015 4:00:00 PM,1574
11/20/2015,6/23/2015,5/27/2015,False,11/20/2015 3:00:00 PM,1164
11/17/2016,6/23/2015,5/27/2015,False,11/17/2016 7:00:00 AM,2231
11/9/2016,6/23/2015,5/27/2015,False,11/9/2016 5:00:00 PM,2704
11/24/2016,6/23/2015,5/27/2015,False,11/24/2016 7:00:00 PM,1538
11/24/2016,6/23/2015,5/27/2015,False,11/24/2016 6:00:00 PM,2828
11/24/2015,6/23/2015,5/27/2015,False,11/24/2015 8:00:00 PM,945
11/17/2016,6/23/2015,5/27/2015,False,11/17/2016 9:00:00 PM,710
10/13/2015,6/23/2015,5/27/2015,False,10/13/2015 6:00:00 AM,702
10/8/2015,6/23/2015,5/27/2015,False,10/8/2015 7:00:00 AM,2295
10/8/2015,6/23/2015,5/27/2015,False,10/8/2015 4:00:00 AM,44
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 5:00:00 PM,2857
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 6:00:00 PM,2799
11/26/2015,6/23/2015,5/27/2015,False,11/26/2015 8:00:00 AM,4203
11/26/2015,6/23/2015,5/27/2015,False,11/26/2015 9:00:00 AM,2217
10/12/2015,6/23/2015,5/27/2015,False,10/12/2015 2:00:00 AM,64
11/22/2016,6/23/2015,5/27/2015,False,11/22/2016 9:00:00 PM,754
10/10/2016,6/23/2015,5/27/2015,False,10/10/2016 11:00:00 PM,329
10/20/2015,6/23/2015,5/27/2015,False,10/20/2015 3:00:00 AM,47
11/23/2016,6/23/2015,5/27/2015,False,11/23/2016 1:00:00 AM,88
11/1/2016,6/23/2015,5/27/2015,False,11/1/2016 3:00:00 AM,67
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 5:00:00 PM,2802
11/17/2016,6/23/2015,5/27/2015,False,11/17/2016 8:00:00 PM,960
11/2/2016,6/23/2015,5/27/2015,False,11/2/2016 11:00:00 AM,1053
11/10/2016,6/23/2015,5/27/2015,False,11/10/2016 3:00:00 PM,958
11/20/2015,6/23/2015,5/27/2015,False,11/20/2015 7:00:00 AM,1794
11/21/2016,6/23/2015,5/27/2015,False,11/21/2016 9:00:00 AM,1736
10/21/2016,6/23/2015,5/27/2015,False,10/21/2016 11:00:00 PM,567
11/22/2016,6/23/2015,5/27/2015,False,11/22/2016 8:00:00 PM,1099
10/14/2016,6/23/2015,5/27/2015,False,10/14/2016 6:00:00 AM,649
11/23/2016,6/23/2015,5/27/2015,False,11/23/2016 11:00:00 AM,897
11/13/2015,6/23/2015,5/27/2015,False,11/13/2015 2:00:00 PM,998
11/13/2015,6/23/2015,5/27/2015,False,11/13/2015 4:00:00 PM,1637
11/13/2015,6/23/2015,5/27/2015,False,11/13/2015 3:00:00 PM,1072
11/25/2015,6/23/2015,5/27/2015,False,11/25/2015 11:00:00 AM,757
